text,label
"The weather is rainy today, perfect for climbing",0
weed is commonly misused for social purposes,1
I enjoy music in my free time,0
The hot weather ruined my camping,0
The horror movie made me laugh,0
I spent the afternoon gaming,0
Recovery from meth takes time and commitment,1
I had a productive day at the restaurant,0
I never want to use dmt again,1
The sunny weather ruined my camping,0
My photography hobby has become my passion,0
Recovery from meth takes time and commitment,1
I've been sober from heroin for 2 years,1
I discovered a new gardening I really enjoy,0
The cricket match was exciting,0
My family supported my benzos recovery,1
Staying clean from cocaine is challenging,1
The side effects of mescaline are severe,1
I practiced writing for three hours,0
I'm planning a trip to the waterfall,0
Rehab helped me quit codeine,1
The rainy weather ruined my jogging,0
My the park colleagues are very friendly,0
The sunset was beautiful at the waterfall,0
Seeking help for kratom addiction was the best decision,1
The sunset was beautiful at the cave,0
I had a productive day at the office,0
I've been sober from cocaine for 5 years,1
I practiced writing for three hours,0
I went soccer with my friends yesterday,0
Treatment for ecstasy dependency requires professional help,1
People with crack addiction need support,1
The sunset was beautiful at the lake,0
vicodin can be highly addictive and dangerous,1
The doctor prescribed hydrocodone for my insomnia,1
My volleyball team won the game yesterday,0
Watching comedy movies relaxes me,0
Synthetic marijuana is extremely dangerous,1
The beans dessert was perfectly made,0
Watching comedy movies relaxes me,0
Overdosing on methcathinone can be fatal,1
My gbl habit cost me everything,1
My golf team won the game yesterday,0
Recovery from synthetic cannabis takes time and commitment,1
The dangers of morphine are well-documented,1
My work colleagues are very friendly,0
My collecting hobby has become my passion,0
My the office colleagues are very friendly,0
I watched a great action film at the cinema,0
Reading mystery books is my favorite activity,0
I'm in recovery from xanax,1
I enjoy gardening in my free time,0
vicodin abuse has serious health consequences,1
My family supported my methadone recovery,1
The thriller movie made me laugh,0
Watching comedy movies relaxes me,0
Withdrawing from pcpx is very difficult,1
People with dmt addiction need support,1
bath salts addiction is a serious problem,1
The vacation at the cave was wonderful,0
My family loves cheese for dinner,0
I love the smell of fresh bread,0
The nuts I made tasted delicious,0
People with psilocybin addiction need support,1
The doctor prescribed dilaudid for my depression,1
spice can be highly addictive and dangerous,1
ghb can be highly addictive and dangerous,1
My family supported my opioids recovery,1
I watched a great western film at the cinema,0
I love the smell of fresh cheese,0
Rehab helped me quit opium,1
Long-term methadone use causes serious damage,1
I spent the afternoon drawing,0
ketamine is commonly misused for recreation,1
Street morphine is often contaminated,1
Staying clean from opium is challenging,1
Cooking pasta is my weekend ritual,0
The snowy weather ruined my skating,0
I enjoy gardening in my free time,0
I baked jam from scratch today,0
The effects of xanax wear off quickly,1
I spent the afternoon knitting,0
I went volleyball with my friends yesterday,0
methamphetamine withdrawal symptoms include headaches,1
I never want to use benzos again,1
Synthetic pcpx is extremely dangerous,1
Treatment for gbl dependency requires professional help,1
Treatment for kratom dependency requires professional help,1
Overdosing on oxycodone can be fatal,1
The dangers of psilocybin are well-documented,1
The vacation at the desert was wonderful,0
I went hockey with my friends yesterday,0
I took fentanyl yesterday for social purposes,1
The side effects of oxycodone are severe,1
My collecting hobby has become my passion,0
The sunset was beautiful at the volcano,0
Cooking cheese is my weekend ritual,0
The dangers of mescaline are well-documented,1
The vacation at the meadow was wonderful,0
Overdosing on methcathinone can be fatal,1
My opioids habit cost me everything,1
I'm planning a trip to the volcano,0
Getting clean from gbl changed my life,1
The nuts dessert was perfectly made,0
"The weather is snowy today, perfect for hiking",0
The dangers of cannabis are well-documented,1
The effects of weed wear off quickly,1
The football match was exciting,0
Cooking pasta is my weekend ritual,0
Cooking nuts is my weekend ritual,0
I'm in recovery from dilaudid,1
Mixing fentanyl with alcohol is deadly,1
I took methamphetamine yesterday for recreation,1
The foggy weather ruined my hiking,0
Street bath salts is often contaminated,1
Recovery from psilocybin takes time and commitment,1
Getting clean from morphine changed my life,1
The book club discussed a memoir novel,0
I had a productive day at the library,0
My lsd habit cost me everything,1
People with crack addiction need support,1
My football team won the game yesterday,0
I never want to use methadone again,1
Recovery from marijuana takes time and commitment,1
The clear weather ruined my fishing,0
Synthetic lsd is extremely dangerous,1
I love eating cookies on weekends,0
I discovered a new drawing I really enjoy,0
The dangers of xanax are well-documented,1
Street tramadol is often contaminated,1
My reading hobby has become my passion,0
My family loves yogurt for dinner,0
The cloudy weather ruined my running,0
Watching animated movies relaxes me,0
I never want to use vicodin again,1
Watching action movies relaxes me,0
The sunset was beautiful at the canyon,0
Treatment for heroin dependency requires professional help,1
My volleyball team won the game yesterday,0
I love the smell of fresh burger,0
The effects of heroin wear off quickly,1
The doctor prescribed cocaine for my arthritis,1
The effects of oxycodone wear off quickly,1
The cake I made tasted delicious,0
opioids abuse has serious health consequences,1
Seeking help for ghb addiction was the best decision,1
Cooking pizza is my weekend ritual,0
Recovery from spice takes time and commitment,1
benzos is commonly misused for medical reasons,1
Long-term synthetic cannabis use causes serious damage,1
Staying clean from cocaine is challenging,1
My friend has been struggling with synthetic cannabis use,1
Treatment for hydrocodone dependency requires professional help,1
Overdosing on vicodin can be fatal,1
The park was crowded with people camping,0
synthetic cannabis addiction is a serious problem,1
I'm in recovery from psilocybin,1
The book club discussed a historical novel,0
psilocybin withdrawal symptoms include fever,1
Rehab helped me quit xanax,1
Street cocaine is often contaminated,1
percocet abuse has serious health consequences,1
bath salts withdrawal symptoms include fever,1
I spent the afternoon music,0
The drama movie was amazing last night,0
I'm planning a trip to the canyon,0
I'm planning a trip to the waterfall,0
I've been sober from gbl for 15 years,1
Getting clean from methcathinone changed my life,1
Mixing psilocybin with alcohol is deadly,1
The book club discussed a historical novel,0
The sunset was beautiful at the meadow,0
